HOSTNAME; STATUS; ATIVO; IP; REDE; SO; DOMINIO; OU
NO00057731; Desligado - 1; True; 10.24.232.211; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00057731,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00064109; Desligado - DNS_ERRO; True; 10.24.210.3; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00064109,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00074166; Desligado - 1; True; 10.24.210.3; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00074166,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00061503; Desligado - 1; True; 10.24.210.3; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00061503,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00066850; Desligado - 1; True; 10.24.210.3; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00066850,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00057633; Desligado - 1; True; 10.24.210.3; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00057633,OU=UO-RIO,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00062683; Ligado - 0; True; 10.24.232.239; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00062683,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO0058392; Desligado - 1; True; 10.24.232.239; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO0058392,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00073570; Desligado - DNS_ERRO; True; 10.15.70.166; 255.255.254.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00073570,OU=CENPES,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00070890; Desligado - 1; True; 10.15.70.166; 255.255.254.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00070890,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
